,Country,Year,Age,Employment Gap in %,Employed Persons in Thousands,IndexValueEmployment
902,Croatia,2014,Y15-64,0.09,1542,0.7352941176470588
903,Croatia,2015,Y15-64,0.08,1559,0.7647058823529411
904,Croatia,2016,Y15-64,0.09,1567,0.7352941176470588
905,Croatia,2017,Y15-64,0.1,1603,0.7058823529411765
906,Croatia,2018,Y15-64,0.09,1630,0.7352941176470588
907,Croatia,2019,Y15-64,0.1,1650,0.7058823529411765
908,Croatia,2020,Y15-64,0.1,1630,0.7058823529411765
909,Croatia,2021,Y15-64,0.09,1649,0.7352941176470588
910,Hungary,2009,Y15-64,0.07,3864,0.7941176470588235
911,Hungary,2010,Y15-64,0.06,3843,0.823529411764706
912,Hungary,2011,Y15-64,0.06,3868,0.823529411764706
913,Hungary,2012,Y15-64,0.06,3924,0.823529411764706
914,Hungary,2013,Y15-64,0.07,3997,0.7941176470588235
915,Hungary,2014,Y15-64,0.08,4192,0.7647058823529411
916,Hungary,2015,Y15-64,0.08,4300,0.7647058823529411
917,Hungary,2016,Y15-64,0.09,4440,0.7352941176470588
918,Hungary,2017,Y15-64,0.1,4500,0.7058823529411765
919,Hungary,2018,Y15-64,0.09,4548,0.7352941176470588
920,Hungary,2019,Y15-64,0.1,4568,0.7058823529411765
921,Hungary,2020,Y15-64,0.1,4519,0.7058823529411765
922,Hungary,2021,Y15-64,0.1,4535,0.7058823529411765
923,Ireland,2009,Y15-64,0.09,1970,0.7352941176470588
924,Ireland,2010,Y15-64,0.08,1878,0.7647058823529411
925,Ireland,2011,Y15-64,0.08,1839,0.7647058823529411
926,Ireland,2012,Y15-64,0.08,1830,0.7647058823529411
927,Ireland,2013,Y15-64,0.09,1885,0.7352941176470588
928,Ireland,2014,Y15-64,0.1,1933,0.7058823529411765
929,Ireland,2015,Y15-64,0.11,1993,0.6764705882352942
930,Ireland,2016,Y15-64,0.11,2065,0.6764705882352942
931,Ireland,2017,Y15-64,0.11,2123,0.6764705882352942
932,Ireland,2018,Y15-64,0.11,2175,0.6764705882352942
933,Ireland,2019,Y15-64,0.11,2235,0.6764705882352942
934,Ireland,2020,Y15-64,0.11,2165,0.6764705882352942
935,Ireland,2021,Y15-64,0.08,2289,0.7647058823529411
936,Italy,2009,Y15-64,0.22,22147,0.35294117647058826
937,Italy,2010,Y15-64,0.21,21961,0.3823529411764707
938,Italy,2011,Y15-64,0.21,22037,0.3823529411764707
939,Italy,2012,Y15-64,0.19,21891,0.44117647058823534
940,Italy,2013,Y15-64,0.18,21420,0.4705882352941177
941,Italy,2014,Y15-64,0.17,21458,0.5
942,Italy,2015,Y15-64,0.18,21634,0.4705882352941177
943,Italy,2016,Y15-64,0.18,21938,0.4705882352941177
944,Italy,2017,Y15-64,0.18,22161,0.4705882352941177
945,Italy,2018,Y15-64,0.18,22333,0.4705882352941177
946,Italy,2019,Y15-64,0.18,22443,0.4705882352941177
947,Italy,2020,Y15-64,0.19,21721,0.44117647058823534
948,Italy,2021,Y15-64,0.18,21849,0.4705882352941177
949,Lithuania,2009,Y15-64,-0.01,1290,1.0294117647058825
950,Lithuania,2010,Y15-64,-0.02,1224,1.0588235294117647
951,Lithuania,2011,Y15-64,0.0,1226,1.0
952,Lithuania,2012,Y15-64,0.0,1244,1.0
953,Lithuania,2013,Y15-64,0.02,1264,0.9411764705882353
954,Lithuania,2014,Y15-64,0.01,1288,0.9705882352941176
955,Lithuania,2015,Y15-64,0.02,1301,0.9411764705882353
956,Lithuania,2016,Y15-64,0.01,1318,0.9705882352941176
957,Lithuania,2017,Y15-64,0.01,1306,0.9705882352941176
958,Lithuania,2018,Y15-64,0.01,1324,0.9705882352941176
959,Lithuania,2019,Y15-64,0.02,1324,0.9411764705882353
960,Lithuania,2020,Y15-64,0.01,1298,0.9705882352941176
961,Lithuania,2021,Y15-64,0.01,1310,0.9705882352941176
962,Luxembourg,2009,Y15-64,0.16,215,0.5294117647058824
963,Luxembourg,2010,Y15-64,0.16,219,0.5294117647058824
964,Luxembourg,2011,Y15-64,0.15,222,0.5588235294117647
965,Luxembourg,2012,Y15-64,0.13,234,0.6176470588235294
966,Luxembourg,2013,Y15-64,0.13,236,0.6176470588235294
967,Luxembourg,2014,Y15-64,0.13,243,0.6176470588235294
968,Luxembourg,2015,Y15-64,0.1,255,0.7058823529411765
969,Luxembourg,2016,Y15-64,0.1,259,0.7058823529411765
970,Luxembourg,2017,Y15-64,0.08,270,0.7647058823529411
971,Luxembourg,2018,Y15-64,0.08,278,0.7647058823529411
972,Luxembourg,2019,Y15-64,0.08,287,0.7647058823529411
973,Luxembourg,2020,Y15-64,0.06,290,0.823529411764706
974,Luxembourg,2021,Y15-64,0.07,303,0.7941176470588235
975,Latvia,2009,Y15-64,0.0,872,1.0
976,Latvia,2010,Y15-64,-0.01,825,1.0294117647058825
977,Latvia,2011,Y15-64,0.01,837,0.9705882352941176
978,Latvia,2012,Y15-64,0.02,849,0.9411764705882353
979,Latvia,2013,Y15-64,0.04,864,0.8823529411764707
980,Latvia,2014,Y15-64,0.04,857,0.8823529411764707
981,Latvia,2015,Y15-64,0.04,867,0.8823529411764707
982,Latvia,2016,Y15-64,0.03,860,0.911764705882353
983,Latvia,2017,Y15-64,0.04,861,0.8823529411764707
984,Latvia,2018,Y15-64,0.04,872,0.8823529411764707
985,Latvia,2019,Y15-64,0.03,870,0.911764705882353
986,Latvia,2020,Y15-64,0.03,850,0.911764705882353
987,Latvia,2021,Y15-64,0.04,822,0.8823529411764707
988,Malta,2009,Y15-64,0.34,158,-0.0
989,Malta,2010,Y15-64,0.32,160,0.058823529411764754
990,Malta,2011,Y15-64,0.32,164,0.058823529411764754
991,Malta,2012,Y15-64,0.29,171,0.14705882352941188
992,Malta,2013,Y15-64,0.26,179,0.23529411764705885
993,Malta,2014,Y15-64,0.24,187,0.2941176470588236
994,Malta,2015,Y15-64,0.25,194,0.26470588235294124
995,Malta,2016,Y15-64,0.24,205,0.2941176470588236
996,Malta,2017,Y15-64,0.22,217,0.35294117647058826
997,Malta,2018,Y15-64,0.2,234,0.411764705882353
998,Malta,2019,Y15-64,0.19,249,0.44117647058823534
999,Malta,2020,Y15-64,0.17,256,0.5
1000,Malta,2021,Y15-64,0.16,263,0.5294117647058824
1001,Netherlands,2009,Y15-64,0.12,8388,0.6470588235294118
1002,Netherlands,2010,Y15-64,0.11,8313,0.6764705882352942
1003,Netherlands,2011,Y15-64,0.1,8320,0.7058823529411765
1004,Netherlands,2012,Y15-64,0.09,8342,0.7352941176470588
1005,Netherlands,2013,Y15-64,0.08,8272,0.7647058823529411
1006,Netherlands,2014,Y15-64,0.09,8196,0.7352941176470588
1007,Netherlands,2015,Y15-64,0.09,8283,0.7352941176470588
1008,Netherlands,2016,Y15-64,0.09,8391,0.7352941176470588
1009,Netherlands,2017,Y15-64,0.09,8544,0.7352941176470588
1010,Netherlands,2018,Y15-64,0.08,8711,0.7647058823529411
1011,Netherlands,2019,Y15-64,0.08,8857,0.7647058823529411
1012,Netherlands,2020,Y15-64,0.07,8849,0.7941176470588235
1013,Netherlands,2021,Y15-64,0.07,8975,0.7941176470588235
1014,Poland,2009,Y15-64,0.13,15059,0.6176470588235294
1015,Poland,2010,Y15-64,0.12,14729,0.6470588235294118
1016,Poland,2011,Y15-64,0.13,14834,0.6176470588235294
1017,Poland,2012,Y15-64,0.12,14911,0.6470588235294118
1018,Poland,2013,Y15-64,0.13,14909,0.6176470588235294
1019,Poland,2014,Y15-64,0.12,15222,0.6470588235294118
1020,Poland,2015,Y15-64,0.12,15479,0.6470588235294118
1021,Poland,2016,Y15-64,0.13,15646,0.6176470588235294
1022,Poland,2017,Y15-64,0.13,15872,0.6176470588235294
1023,Poland,2018,Y15-64,0.13,15955,0.6176470588235294
1024,Poland,2019,Y15-64,0.13,15935,0.6176470588235294
1025,Poland,2020,Y15-64,0.14,15853,0.5882352941176471
1026,Poland,2021,Y15-64,0.13,16237,0.6176470588235294
1027,Portugal,2009,Y15-64,0.1,4427,0.7058823529411765
1028,Portugal,2010,Y15-64,0.09,4365,0.7352941176470588
1029,Portugal,2011,Y15-64,0.08,4315,0.7647058823529411
1030,Portugal,2012,Y15-64,0.06,4112,0.823529411764706
1031,Portugal,2013,Y15-64,0.06,4034,0.823529411764706
1032,Portugal,2014,Y15-64,0.06,4158,0.823529411764706
1033,Portugal,2015,Y15-64,0.06,4233,0.823529411764706
1034,Portugal,2016,Y15-64,0.05,4303,0.8529411764705883
1035,Portugal,2017,Y15-64,0.06,4459,0.823529411764706
1036,Portugal,2018,Y15-64,0.06,4572,0.823529411764706
1037,Portugal,2019,Y15-64,0.06,4612,0.823529411764706
1038,Portugal,2020,Y15-64,0.05,4525,0.8529411764705883
1039,Portugal,2021,Y15-64,0.05,4623,0.8529411764705883
1040,Romania,2009,Y15-64,0.15,7435,0.5588235294117647
1041,Romania,2010,Y15-64,0.16,7189,0.5294117647058824
1042,Romania,2011,Y15-64,0.16,7117,0.5294117647058824
1043,Romania,2012,Y15-64,0.15,7178,0.5588235294117647
1044,Romania,2013,Y15-64,0.15,7159,0.5588235294117647
1045,Romania,2014,Y15-64,0.16,7260,0.5294117647058824
1046,Romania,2015,Y15-64,0.16,7352,0.5294117647058824
1047,Romania,2016,Y15-64,0.16,7400,0.5294117647058824
1048,Romania,2017,Y15-64,0.16,7596,0.5294117647058824
1049,Romania,2018,Y15-64,0.18,7635,0.4705882352941177
1050,Romania,2019,Y15-64,0.18,7691,0.4705882352941177
1051,Romania,2020,Y15-64,0.18,7592,0.4705882352941177
1052,Romania,2021,Y15-64,0.19,7668,0.44117647058823534
1053,Sweden,2009,Y15-64,0.04,4342,0.8823529411764707
1054,Sweden,2010,Y15-64,0.05,4354,0.8529411764705883
1055,Sweden,2011,Y15-64,0.05,4449,0.8529411764705883
1056,Sweden,2012,Y15-64,0.04,4460,0.8823529411764707
1057,Sweden,2013,Y15-64,0.04,4505,0.8823529411764707
1058,Sweden,2014,Y15-64,0.04,4548,0.8823529411764707
1059,Sweden,2015,Y15-64,0.04,4609,0.8823529411764707
1060,Sweden,2016,Y15-64,0.03,4685,0.911764705882353
1061,Sweden,2017,Y15-64,0.03,4781,0.911764705882353
1062,Sweden,2018,Y15-64,0.03,4857,0.911764705882353
1063,Sweden,2019,Y15-64,0.03,4885,0.911764705882353
1064,Sweden,2020,Y15-64,0.04,4805,0.8823529411764707
1065,Sweden,2021,Y15-64,0.04,4853,0.8823529411764707
1066,Slovenia,2009,Y15-64,0.06,948,0.823529411764706
1067,Slovenia,2010,Y15-64,0.07,932,0.7941176470588235
1068,Slovenia,2011,Y15-64,0.07,907,0.7941176470588235
1069,Slovenia,2012,Y15-64,0.07,899,0.7941176470588235
1070,Slovenia,2013,Y15-64,0.07,881,0.7941176470588235
1071,Slovenia,2014,Y15-64,0.07,886,0.7941176470588235
1072,Slovenia,2015,Y15-64,0.07,894,0.7941176470588235
1073,Slovenia,2016,Y15-64,0.06,896,0.823529411764706
1074,Slovenia,2017,Y15-64,0.07,936,0.7941176470588235
1075,Slovenia,2018,Y15-64,0.07,954,0.7941176470588235
1076,Slovenia,2019,Y15-64,0.06,962,0.823529411764706
1077,Slovenia,2020,Y15-64,0.06,954,0.823529411764706
1078,Slovenia,2021,Y15-64,0.06,954,0.823529411764706
1079,Slovakia,2009,Y15-64,0.11,2422,0.6764705882352942
1080,Slovakia,2010,Y15-64,0.09,2372,0.7352941176470588
1081,Slovakia,2011,Y15-64,0.1,2368,0.7058823529411765
1082,Slovakia,2012,Y15-64,0.1,2382,0.7058823529411765
1083,Slovakia,2013,Y15-64,0.09,2383,0.7352941176470588
1084,Slovakia,2014,Y15-64,0.09,2416,0.7352941176470588
1085,Slovakia,2015,Y15-64,0.09,2473,0.7352941176470588
1086,Slovakia,2016,Y15-64,0.09,2542,0.7352941176470588
1087,Slovakia,2017,Y15-64,0.08,2574,0.7647058823529411
1088,Slovakia,2018,Y15-64,0.08,2606,0.7647058823529411
1089,Slovakia,2019,Y15-64,0.07,2618,0.7941176470588235
1090,Slovakia,2020,Y15-64,0.07,2564,0.7941176470588235
1091,Slovakia,2021,Y15-64,0.07,2522,0.7941176470588235
1092,Austria,2009,Y20-64,0.11,3724,0.6764705882352942
1093,Austria,2010,Y20-64,0.1,3762,0.7058823529411765
1094,Austria,2011,Y20-64,0.1,3802,0.7058823529411765
1095,Austria,2012,Y20-64,0.09,3835,0.7352941176470588
1096,Austria,2013,Y20-64,0.09,3864,0.7352941176470588
1097,Austria,2014,Y20-64,0.08,3876,0.7647058823529411
1098,Austria,2015,Y20-64,0.08,3918,0.7647058823529411
1099,Austria,2016,Y20-64,0.08,3998,0.7647058823529411
1100,Austria,2017,Y20-64,0.08,4048,0.7647058823529411
1101,Austria,2018,Y20-64,0.09,4102,0.7352941176470588
1102,Austria,2019,Y20-64,0.09,4148,0.7352941176470588
1103,Austria,2020,Y20-64,0.08,4052,0.7647058823529411
1104,Austria,2021,Y20-64,0.09,4102,0.7352941176470588
1105,Belgium,2009,Y20-64,0.12,4345,0.6470588235294118
1106,Belgium,2010,Y20-64,0.12,4413,0.6470588235294118
1107,Belgium,2011,Y20-64,0.11,4427,0.6764705882352942
1108,Belgium,2012,Y20-64,0.11,4441,0.6764705882352942
1109,Belgium,2013,Y20-64,0.1,4454,0.7058823529411765
1110,Belgium,2014,Y20-64,0.09,4466,0.7352941176470588
1111,Belgium,2015,Y20-64,0.08,4468,0.7647058823529411
1112,Belgium,2016,Y20-64,0.09,4508,0.7352941176470588
1113,Belgium,2017,Y20-64,0.09,4550,0.7352941176470588
1114,Belgium,2018,Y20-64,0.08,4646,0.7647058823529411
1115,Belgium,2019,Y20-64,0.08,4708,0.7647058823529411
1116,Belgium,2020,Y20-64,0.08,4664,0.7647058823529411
1117,Belgium,2021,Y20-64,0.07,4735,0.7941176470588235
1118,Bulgaria,2009,Y20-64,0.09,3148,0.7352941176470588
1119,Bulgaria,2010,Y20-64,0.08,2993,0.7647058823529411
1120,Bulgaria,2011,Y20-64,0.06,2889,0.823529411764706
1121,Bulgaria,2012,Y20-64,0.05,2854,0.8529411764705883
1122,Bulgaria,2013,Y20-64,0.06,2852,0.823529411764706
1123,Bulgaria,2014,Y20-64,0.05,2888,0.8529411764705883
1124,Bulgaria,2015,Y20-64,0.07,2934,0.7941176470588235
1125,Bulgaria,2016,Y20-64,0.06,2914,0.823529411764706
1126,Bulgaria,2017,Y20-64,0.07,3029,0.7941176470588235
1127,Bulgaria,2018,Y20-64,0.08,3025,0.7647058823529411
1128,Bulgaria,2019,Y20-64,0.08,3091,0.7647058823529411
1129,Bulgaria,2020,Y20-64,0.09,2985,0.7352941176470588
1130,Bulgaria,2021,Y20-64,0.08,2977,0.7647058823529411
1131,Cyprus,2009,Y20-64,0.15,367,0.5588235294117647
1132,Cyprus,2010,Y20-64,0.13,379,0.6176470588235294
1133,Cyprus,2011,Y20-64,0.12,384,0.6470588235294118
1134,Cyprus,2012,Y20-64,0.11,373,0.6764705882352942
1135,Cyprus,2013,Y20-64,0.11,355,0.6764705882352942
1136,Cyprus,2014,Y20-64,0.08,353,0.7647058823529411
1137,Cyprus,2015,Y20-64,0.08,348,0.7647058823529411
1138,Cyprus,2016,Y20-64,0.1,352,0.7058823529411765
1139,Cyprus,2017,Y20-64,0.1,368,0.7058823529411765
